xikin nan pvtaq ,abacus
Ngo namho bon nyisv doodwn,I have homework to do 
Ngo so hvb hvvtwq yin,I have just come here 
Ngo swwgab pvonamv doodwn,I have life insurance 
Ngoqg Kemrangam ngo niimnum,I have lost my camera 
Ngoqg pensilam ngo niimnum,I have lost my pencil 
Ngoqg kuyam ngo niimnum,I have lost my wallet 
Ngo mwnwn otuqho kaaknum,I have met her before 
Ngo twngk vs-axaqkv doodo,I have money problems 
Ngoqg atwg mwwnamv ngo doodo,I have my own reasons 
Ngo torya-daayabo mwonam doogma,I have no backup plan 
Ngo rwmwq twqb goos dooma,I have no explanation 
Ngoqg lvgab twngk dooma,I have no money on me 
Ngo soolo twngk dooma,I have no money today 
Ngo hog akam dvs dookma,I have nothing to eat 
Ngo hog akam goos dooma,I have nothing to say 
Ngoqg gaari ura bv ak doodwn,I have one in the car 
Ngo moodv naleqgo doodo,I have plenty of time 
Ngo vc loodab vc do,I have terrible pains 
Ngo diksonaringam doogdvn,I have the dictionary 
Ngo ko oum go doodwn,I have three children 
Ngo ab-ann akin hoqgv oum go doodwn,I have three siblings 
Ngo ham lokta nyiyin do,I have to do it again 
Ngoqg dummam ngo pwtw mvyin do,I have to dry my hair 
Ngoqg haasam ngo hooyin do,I have to feed my cat 
Ngo dukan wyin do,I have to go shopping 
Ngo yubtab wyin do,I have to go to sleep 
Ngo Tomwg lvgab wyin do,I have to go with Tom 
Ngo nyikal nyidul dooyin do,I have to keep trying 
Ngo vgwngam mvpaq yin do,I have to lose weight 
Ngo sam pui xwwkin yin do,I have to report this 
Ngo alwb wnka hvl beyin do,I have to say goodbye 
Ngo doonu yin do,I have to take a rest 
Ngo Tomnvn agam gooyin do,I have to talk to Tom 
Ngo Tomnvn muhu yin do,I have to wake Tom up 
Ngo nyinyiaqb wyin do,I have to walk slowly 
Ngoqg dumv vigo aaso dvn,I have very long hair 
Ngo hvraqb mwwbwq maata,I haven't decided yet 
Ngo aal loopwngam naamanum,I haven't got all day 
Ngo nam vm mvmanum,I haven't lied to you 
Ngo tapa do nyi ak haadu do,I hear someone coming 
Ngo Tomnvn sogoq dvb tapanum,I heard Tom screaming 
Ngo tapanum tapamv hokam yide,I heard it might snow 
Ngo taal duunam mam tapanum,I heard the bell ring 
Ngo vyap ciqkonam mam tapanum,I heard the door open 
Ngo vyap kuqnam mam tapanum,I heard the door slam 
Ngo tugu puiyam tapanum,I heard the good news 
Hoggv nyiknum ngo tapanum,I heard what happened 
No nyet do hvl ngo tapanum,I heard you were rich 
No vc do hvl ngo tapanum,I heard you were sick 
Ngo swwn langk ho kvsnum,I hid behind the tree 
Ngo nam niikumho kvsnum,I hid in the basement 
Ngoqg yubtaq niikumho ngo ham kvsnum,I hid it under my bed 
Ngo tebol niikumho kvsnum,I hid under the table 
Jvqtw jaqb ngo hog bos-hai ma,I honestly don't care 
Ngo svqgw do Tom nyebiab haai nvpv,I hope Tom comes soon 
Ngo mwwjwdo Tom vigo hwrcw do,I hope Tom is curious 
Ngo mwwjwdo Tom vc ciram,I hope Tom isn't sick 
Ngo mwwjwdo Tom otuqb wp kun pv,I hope Tom left early 
Ngo svqgw hog mwlwngv mwv aldvn pv,I hope he's all right 
Ngo mwwjwdo nam nyi akam kaaparam,I hope no one saw you 
Ngo mwwjwdo ngulam nyi akam kaaparam,I hope no one sees us 
Ngo mwwjwdo no haaxaqram,I hope you don't mind 
Ngo mwwjwdo ngo alwb yub nvpv,I hope you slept well 
Ngo mwwjwdo no ceng nvpv,I hope you understand 
Ngo mwwjwdo no ham aby yin pv,I hope you'll like it 
Ngo mwwsam do hoqhv jvqtwngv,I imagine that's true 
Ngo ham nyinyi kuma,I just couldn't do it 
Ngo yubnyi kuma,I just couldn't sleep 
Ngo cengnyi ma hoggab yu,I just don't know why 
Ngo nam danyib oyum dvn,I just don't like you 
Ngo Tomnvn aby ma,I just don't love Tom 
Ngo Tom galokv tapanum,I just heard from Tom 
Ngo meeg doonu nwwdo,I just need some rest 
Ngo pupkan dort loodabo dorg kaanum,I just saw a huge owl 
Ngo opossum dorg kaanum,I just saw an opossum 
Ngo sija da Tomwg lvgab goonum,I just spoke with Tom 
Ngo sija da xabrabnum,I just started crying 
Ngo sija da ngoqg lvnam dwqtupnum,I just stubbed my toe 
Ngo jvqtwngam nvvnw do,I just want the facts 
Ngo noqg abiam nvvnw do,I just want your love 
Ngo ceego-nargongv uraho dooknum,I just went into debt 
Ngo Tomnvn nyiip jaqkam cengnum,I knew Tom personally 
Ngo cengnum nyicwr-cwrxiv tol doonum,I knew everyone there 
Ngo cengnum Tom hoggv mwwnum,I knew what Tom meant 
Ngo cengnum no vmv do,I knew you were lying 
No haatayi hvl ngo cengnum,I knew you would come 
Ngo cengnum no hempnum,I knew you'd be happy 
No tol wtayi ngo cengnum,I knew you'd go there 
Ngo cengnum no Tomnvn aby dvn,I knew you'd like Tom 
No ham betayi hvl ngo cengnum,I knew you'd say that 
Ngo sam naayin do hvl ngo cengdo,I know I deserve this 
Ngo cengdo Tom nam svka yin pv,I know Tom helped you 
Ngo cengdo Tom Marinvn al mwwpa dvn,I know Tom likes Mary 
Ngo cengdo Tom Marinvn aby dvn,I know Tom loves Mary 
Ngo cengdo Tom nam kaapa kuma,I know Tom misses you 
Hoq pagoqkam ngo vigo cengdo,I know a lot about it 
Hoq yaapa tulu mwlw ham ngo cengdo,I know all those guys 
Soq doonbo nyicwr-cwrxiam ngo cengdo,I know everybody here 
Sija ngo hog mwlwngam cengdo,I know everything now 
Hoggub Tom mwwdwn ngo cengdo,I know how Tom thinks 
Hwdgo Tom axa dukun ngo cengdo,I know how old Tom is 
Hoggbu hoqhv hengdwn ngo cengdo,I know how that feels 
Hoggub soq si kaado ngo cengdo,I know how this looks 
Hoggub soq si bon nyidwn ngo cengdo,I know how this works 
Hoggub ham nyiyin do ngo cengdo,I know how to do that 
Hoggub sam nyiyin do ngo cengdo,I know how to do this 
Ngo kvtaqdvn hvl ngo cengdo,I know that I'm right 
Ngo cengdwn hvl Tom cengdo,I know that Tom knows 
Soq iskul himy tulu sam ngo cengdo,I know these students 
Ngo cengdo soq si bon nyitayin,I know this will work 
Ngo cengdo hoggv ngo nyitayin,I know what I will do 
Ngo cengdo hoggv ngo nyidu dvn,I know what I'm doing 
Hoggv Tom cengdwn ngo cengdwn,I know what Tom knows 
Hoggv Tom al mwwpa dvn ngo cengdo,I know what Tom likes 
Hoggv Tom nwwdo ngo cengdo,I know what Tom needs 
Hoggv Tom daagab dvn ngo cengdo,I know what Tom wants 
Hoggv ham al mwwpa dvn ngo cengdo,I know what it's like 
Hoggv bulv benum ngo cengdo,I know what they said 
Hoggv ngulv nyila dvn ngo cengdo,I know what we can do 
Hoglo mwv doodwn ngo cengdo,I know where he lives 
Hoglo bulv yvdwn ngo cengdo,I know where they are 
Hoglo no doodwn ngo cengdo,I know where you live 
Hiyv Tomwg mengnum ngo cengdo,I know who killed Tom 
Ngo cengdo no bos-haairam,I know you don't care 
Ngo cengdo no aljaqb mwwnum,I know you meant well 
Ngo cengdo no cenglaqdvn,I know you understand 
Ngo cengdo no ham aby yin pv,I know you'll love it 
Ngo cengdo no ura so dooi nvpv,I know you're in here 
Ngo ai yupw huul doonum,I lay awake all night 
Ngo nitbo gwwnam ak cengknum,I learned a new trick 
Ngo ham hang hoqgv cengnum,I learned it by heart 
Ngo ham mwwg hoqgv cengnum,I learned it from him 
Ngo ham noqg hoqgv cengnum,I learned it from you 
Ngo meeg vigo cengnum,I learned quite a bit 
Ngo teren hoqgv oyu maab wtayin,I leave by train soon 
Ngo aal loum kokwngam wtayin,I leave in three days 
Ngo Africa ngam ludum pekul lengknum,I left Africa forever 
Nam ceetur dvb ngo vmvnum,I lied to protect you 
Ngo Inglis sam al mwwpa yaadwn,I like English better 
Ngo French dvs mvnam mam aby dvn,I like French cooking 
Ngo Japan nyem koam aby dvn,I like Japanese girls 
Ngo Koriya dvs mvnam mam aby dvn,I like Korean cuisine 
Ngo Tomwg beha-nyihangam al mwwpa dvn,I like Tom's approach 
Tomwg lvgab doomin gvdwb ngo al mwwpa dvn,I like being with Tom 
Noqg lvgab doomin gvdwb ngo al mwwpa dvn,I like being with you 
Ngo nyeg koam al mwwpanam hvb ham al mwwpa dvn,I like boys like that 
Ngo kayabo mitai yam aby dvn,I like dark chocolate 
Ngo vc loodab ikiam aby dvn,I like dogs very much 
Tomwg mwwjam ngo al mwwpa dvn,I like how Tom thinks 
Ngo gwwyam la wtwngam aby dvn,I like milk and bread 
Ngo gwwi saa-ngam aby dvn,I like milk in my tea 
Ngo diijuq-taasin soodwb aby dvn,I like playing sports 
Ngo tennis soodwb aby dvn,I like playing tennis 
Ngo Skating soonam ham aby yaadwn,I like skating better 
Hoq nyeg yaapa ham ngo aby dvn,I like that young man 
Googw bemin ham ngo aby dvn,I like the theme song 
Ngo bulug guss tulu ham aby dvn,I like their pictures 
Soq kitap si mwlwngam alyanbo gob ngo aby dvn,I like this book best 
Soq abinam bemin sam ngo aby dvn,I like this love song 
Ngo vj rvdwb aby dvn,I like to buy clothes 
Ngo tvyw-taga nootu dvb aby dvn,I like to catch flies 
Ngoqg dummam ngo konyin needwb aby dvn,I like to dye my hair 
Ngo appel naaxaq dvb aby dvn,I like to peel apples 
Ngo lulum soodub aby dvn,I like to play soccer 
Ngo tennis soodwb aby dvn,I like to play tennis 
Ngo guss-yalbobo kaadwb any dvn,I like to watch anime 
Ngo poiyam xeqdwb aby dvn,I like to write poems 
Noqg hoopu-habiaqnam mam ngo al mwwpa do,I like your frankness 
Ngo kam Bostonho doodwn,"I live in Boston, too "
Ngo nampamho doodwn,I live in the country 
Ngoqg abwg nyuqtuq-moor hvb ngo kaadwn,I look like my father 
Ngo ho dara Tomnvn kaanum,I looked right at Tom 
Ngoqg uiyv naleqgo sarpaqnum,I lost a lot of blood 
Ngo naleqgo twngkam dampaqnum,I lost a lot of money 
Ngoqg credit cardam ngo niimnum,I lost my credit card 
Ngoqg hwrcwngam ngo niimnum,I lost my inspiration 
Tomwg lvgab dooba dvb ngo aby dvn,I love being with Tom 
Noqg lvgab dooba dvb aby dvn,I love being with you 
Ceego-nargo dooma namgab ngo al mwwpa dvn,I love having no debt 
Ngo Chopin soodwb aby dvn,I love playing Chopin 
Nam agam goodwb ngo aby dvn,I love talking to you 
Guss-yalbobo kaadwb ngo aby dvn,I love to watch anime 
Ngo aby dvn hoggv ngo nyidu dvn,I love what I'm doing 
Ko tuup ak hvb nam ngo aby dvn,I love you like a son 
Tomnvn vigo ngo aby dvn,I loved Tom very much 
Ngo almanbo pvvb ak mvnum,I made a bad decision 
Bunyiam goqm dvb ngo mvnum,I made a couple calls 
Ngul gab ngo wtw ak mvnum,I made a snack for us 
Ngo otuqcob wrabnum,I made the first move 
Ngo nam kooj pwg mwjnum,I made you a bracelet 
Ngo ham koodu dvb mwwnum,I meant to look it up 
Ngo Tomnvn haal sookumho kaapanum,I met Tom in the park 
ngo mwnwn haqmapaq golo kaapanum,I met her by accident 
Ngo mwnwn mwnywg tapamho kaapanum,I met her last winter 
Ngo noqg nyem ajinam kaapanum,I met your girlfriend 
Ngoqg ann-ab nyum ngo svnga do,I miss my mom and dad 
Ngo vtwr-anya baasaam jupkuma,I missed the last bus 
Ngo gomcwram bexiaqnum,I misspelled the word 
Ngo sija wdkub jaq nyipa,I must be leaving now 
Ngo meeg yubdwb jaq nyipa,I must get some sleep 
Ngo ham yuma maaka dvb nyipa,I must have dreamt it 
Ngo nyebiab kelass wdwb nyipa,I must hurry to class 
Ngo jvqtwngam cengdwb jaq nyipa,I must know the truth 
Ngo Japan cengdwb nyiky pa,I must learn Japanese 
Ngoqg ceego-ngam ngo hiqdwb jaq nyipa,I must repay my debts 
Ngo ceego-ngam hiqdwb jaq nyipa,I must repay the debt 
Ngo koibo dootam nanloq ak nwwdo,I need a bigger chair 
Ngo gojal bakos koog nwwdo,I need a box of nails 
Ngo kitap naleqgo nwwdo,I need a lot of books 
Ngo nitbo Kompiutor nwwdo,I need a new computer 
Ngo nitbo wrw bada lo ak nwwdo,I need a new wardrobe 
Ngo minit ak nwwdo,I need about a minute 
Ngo soq lvgab svka nwwk do,I need help with this 
Ngo ham aaram mam nwwdo,I need it by tomorrow 
Ngo meeg dvrwqbo dooi nwwdo,I need some fresh air 
Ngo doonyi xambiaqnam neenam loq nwwdo,I need sunburn lotion 
Ngam mwwsw tvbwk hvl binw do,I need to ask a favor 
Ngo murx-tubnan lo ak naadwb nyido,I need to get a stamp 
Ngoqg nam doojongam ngo hiqdwb nyido,I need to pay my rent 
Ngo cwrw ak ceelayil doodwb nyido,I need to rent a room 
Ngo Tomnvn agam goodwb nyido,I need to talk to Tom 
Ngo mwam agam goodwb nyido,I need to talk to him 
Ngo nam agam goodwb nyido,I need to talk to you 
Ngoqg annwn ngo beo-belam yin do,I need to warn my mom 
Ngoqg swwca lo ngo nam nwwdo,I need you in my life 
Ngam svka kodwb ngo nam nwwdo,I need you to help me 
"Tom, noqg svkangam ngo nwwdo","I need your help, Tom "
Ngo ham nywywngam mwwjw ma,I never believed that 
Ngo namho nywywngam twwma dvn,I never drink at home 
Ngo nyuqm mam nywywngam mwwpa maab nyiram,I never forget a face 
Ngo nywywngam hog akam tapa ma,I never hear anything 
Ngo mwam vmv mvvnam nywywngam tapa maanum,I never heard him lie 
Ngo nywywngam biology ngam al mwwpa maadwn,I never liked biology 
Ngo nywywngam mwnwn lokta kaapa kumanum,I never saw her again 
Ngo nywywngam mwam lokta kaapa kumanum,I never saw him again 
Ngo nywywngam Tomnvn goomanum,I never talked to Tom 
Ngo so dook maadwn,I no longer live here 
Ngo bulam nwwma dookun,I no longer need them 
Ngo ham daagab maadkun,I no longer want that 
Ngo so bon nyik maadwn,I no longer work here 
Ngo lwxiam nyixiaq keedwn,I often make mistakes 
Ngo oo arro dvdwn,I only eat vegetables 
Ngo kitap tvqyw go dootwq dvn,I only have ten books 
Ngo ak ciqnyi go nwwdo,I only need one thing 
Ngo tab sini arro twwdwn,I only use cane sugar 
Ngo nyiduml bon nyima bov,I only work part-time 
Ngo moyo laleq-kakeq dvb yubnum,I overslept yesterday 
"Ngo mwnwg hoqgv ceegonamv 100,000 yen doodo","I owe her 100,000 yen "
Ngo noqg hoqgv ceegonamv wyw dollars go,I owe you ten dollars 
Ngo camngo jabkap go hiqknum,I paid about 50 bucks 
Ngo ham hiqxo loknum,I paid for it already 
Ngo aal looxiam mwam pun mvdwn,I phone him every day 
Ngo iriq vdin lvgab pijja mvnam dvta deen,I pigged out on pizza 
Ngo nyidsanam mam paginl apnum,I postponed the event 
Ngo ikiam laabo yaab haasam mwwbwq dvn,I prefer cats to dogs 
Ngo vdinam laabo yaab nguiyam mwwbwq dvn,I prefer fish to meat 
Ngo vpwb dvdwb mwwbwq yaadwn,I prefer to eat alone 
Ngo bemin bema dukub dingrnam,I promise not to sing 
Ngo ham noqg cwrwho vlwqnum,I put it in your room 
Ngo Tomwg lvgab xarka minsnum,I ran a race with Tom 
Ngam swkwr nootu lama dvn,I rarely catch a cold 
Ngo vc loodab nyoma do,I really am very busy 
Ngo ham jvqtw jaqb hemp-hvnyirnum,I really enjoyed that 
Ngo jvqtw jaqb noqgab hengnum,I really feel for you 
Ngo jvqtw jaqb ngoqg nywxwngam svnga do,I really miss my wife 
Ngo jvqtw jaqb cingnw do,I really want to know 
Ngo mwwg nyuqm mam kaacinum,I recognized his face 
Ngo eminam tacinum,I recognized the name 
Ngo hog mwlwngam mwwpa do,I remember everything 
Ngo ham pwbw jaqb mwwpa do,I remember it vividly 
Ngo mwnwn kaaikam mwwpa do,I remember seeing her 
Ngo mwam kaaikam mwwpa do,I remember seeing him 
Ngo hoqg nyirnam ham mwwpa do,I remember that laugh 
Noqg tomswrnam mam ngo nvvnw do,I require your advice 
Ngo bon nyitab bayikho xardwn,I ride a bike to work 
"Ngo benum, ngo mwx-mvaq maata",I said I wasn't ready 
Tomnvn alwb wnku hvl ngo benum,I said goodbye to Tom 
Hookuml sookho ngo Tomnvn kaapanum,I saw Tom in the park 
Tomnvn ngo tennis soodvb kaapanum,I saw Tom play tennis 
Hookuml sookho ngo mwam kaapanum,I saw him in the park 
Ak haadu dvb ngo kaapanum,I saw that one coming 
Hog mwlwngam ngo kaapanum,I saw the whole thing 
Ham ngo mood vxiam begdo,I say it all the time 
Lwwcwbo gaari torg otuqtv ngo kaapa do,I see a red car ahead 
Hoggv nyidul doodwn ngo kaapa do,I see what's going on 
Ngo mwam lok-lokab agam goodwn,I seldom speak to him 
Ngo lok-lokob bon nyitab wdwn,I seldom walk to work 
Ngoqg gussam ngo Tomnvn jilwqnum,I sent Tom my picture 
Ngo arr roxiam nvm reqdwn,I shave every morning 
Ngo iskulho dooyin pa,I should be at school 
Ngo gory naal dooyin pa,I should be in charge 
Ngo Bostonwb wyin pa,I should go to Boston 
Ngo ho dara nammwb wyin pa,I should just go home 
Ngo French cengyin pa,I should learn French 
Ngoqg dummam ngo hwrxaq yin pa,I should wash my hair 
Ngo hoqham nyiyin tvba,I should've done that 
Ngo nammwb wyin tvba,I should've gone home 
Ngo ham agam gooyin tvba,I should've said that 
Ngo vmv mvyin maatba,I shouldn't have lied 
Ngo pvvb ham sayin mvyin maatba,I signed the contract 
Ngo lwxiam kvj jido,I sneeze all the time 
Ngo naleqgo Inlis agam goodo,I speak English a lot 
Tomnvn ngo French agamb goonum,I spoke French to Tom 
Ngo atv Tomnvn agam goonum,I spoke to Tom myself 
Ngoqg ab-annam ngo agam goonum,I spoke to my parents 
Aal looxiam ngo namho doonum,I stayed home all day 
Ai yupw ngo tuul doonum,I stayed up all night 
Noqg sabingam ngo hvraqb doodo,I still have your key 
Ngo tolo wma dukun,I stopped going there 
Ngo mwwdo hoqhv jvqtw go,I suppose that's true 
Ngo arram iss jaadwn,I swim in the morning 
Ngo swkwr dvn hvb nyido,I tend to catch colds 
Ngo mwwdo ngo kubu nor supa do,I think I smell a rat 
Ngo mwwdo ngo wm mwk supa do,I think I smell smoke 
Ngo mwwdo ngo hoqham al mwwpa do,I think I'd like that 
Ngo mwwdo ngo wtayin,I think I'll be going 
Ngo mwwdo ngo Tomnvn goqtayin,I think I'll call Tom 
Ngo mwwdo Mari ngam abydo,I think Mary likes me 
Ngo mwwdo Tom vmv bo,I think Tom is a liar 
Ngo mwwdo Tom yubd kude,I think Tom is asleep 
Ngo mwwdo Tom lootw do,I think Tom is honest 
Ngo mwwdo Tom vpwb doodo,I think Tom is lonely 
ngo mwwdo Tom bupwb aldo,I think Tom is normal 
Ngo mwwdo Tom sooriq-sooma do,I think Tom is skinny 
ngo mwwdo Tom surdo,I think Tom is sneaky 
Ngo mwwdo Tom hvngwr do,I think Tom is thirty 
Ngo mwwdo Tom Marinvn cengnum,I think Tom knew Mary 
Ngo mwwdo Tom cengdo hoggab,I think Tom knows why 
ngo mwwdo Tom nam aby dede,I think Tom likes you 
Ngo mwwdo Tom ham benum,I think Tom said that 
Ngo mwwdo Tom wyin pa,I think Tom should go 
Ngo mwwdo Tom twwxumnum,I think Tom was drunk 
Ngo mwwdo mwv haakram,I think he won't come 
Ngo mwam koijaqb mwwdo,I think highly of him 
Ngo mwwdo bulv nam cengdo,I think they know you 
Ngo mwwdo bulv nam abydo,I think they like you 
Ngo mwwdo bulv hemp do,I think they're happy 
Ngo mwwdo bulv nyimur do,I think they're wrong 
Ngo mwwdo soq si koi do,I think this is great 
Ngo mwwdo soq si noqgv,I think this is yours 
Ngo mwwdo ngulv nyila gvtayin,I think we can manage 
Ngo mwwdo ngulv wyin paku,I think we have to go 
Ngo mwwdo ngulv ham nwwdo,I think we need those 
Ngo mwwdo ngulv al yin pv,I think we'll be fine 
Ngo mwwdo no ham cengdo,I think you know that 
Ngo mwwdo ngo al dvn pv,I think you look fine 
Ngo mwwdo no ham al mwwpa yin pv,I think you'd like it 
ngo mwwdo no kangam jaqpa,I think you're pretty 
Ngo mwwdo no paca bogo,I think you're stupid 
Ngo mwwnum ngo nam tapanum,I thought I heard you 
Ngo arro twqde ngo mwwnum,I thought I was alone 
ngo mwwnum ngo siknum,I thought I was dying 
Ngo mwwnum ngo al yin pv,I thought I'd be fine 
Ngo mwwnum mwv sin kun,I thought he had died 
Ngo mwwnum mwv vcnum,I thought he was sick 
Ngo mwwnum hoqhv jvqtwngv,I thought it was true 
Otuqcob ngo mwwnum,I thought so at first 
No ngam kaalaq dvn hvl ngo mwwnum,I thought you knew me 
Ngoqg luxuqkam ngo hurpaqnum,I threw away my shoes 
Ngo alpa hvl Tomnvn ngo betamnum,I told Tom I was fine 
Hoqham Tomnvn nyim dvb ngo betamnum,I told Tom to do that 
Tomnvn nammwb wnkuk hvl ngo betamnum,I told Tom to go home 
Mwn hoggv nyitanam ngo betamnum,I told her what to do 
Ngo hog mwlwngam mwam betamnum,I told him everything 
Ngo ham hvb nyis yico mwwnum,I took it for granted 
Ngo boolam Tomnvn jabca jinum,I tossed Tom the ball 
Ngo huul doodwb nyikanum,I tried to stay awake 
Ngo vyap gvbw nanam tuukubnum,I turned the doorknob 
Ngo sija ham cengd ku,I understand that now 
Ngo nyebia jaqb bon ak nyinw do,I urgently need a job 
Ngoqg mwwsam namham ngo nyidvn,I used my imagination 
Ngo nosso sooky bo ak gob nyinum,I used to be a dancer 
Ngo noq hvb nyikynum,I used to be like you 
Ngo Bostan ham oyumnum,I used to hate Boston 
Ngo huurab robnyu keedwn,I usually get up late 
Ngo 1 mayil gob wnum,I walked about 1 mile 
Tomnvn cumciq mvdwb ngo mwwdwn,I want Tom to be safe 
Tomnvn hoqham nyim dvb ngo mwwdwn,I want Tom to do that 
Tomnvn nam wwm dukub ngo mwwdwn,I want Tom to go home 
Tomnvn niqtuq lengm dvb ngo mwwdwn,I want Tom to succeed 
Ngo kitap taqg poory rinw do,I want a book to read 
Ngo rwmwq twqb bedar mvdwb ngo mwwl doodwn,I want an explanation 
Ngo ham laabo yaab mwwdwn,I want more than that 
Ngoqg imiqkam ngo hookur mwwnw do,I want my family back 
